AgmtID,Unique,C1_Region,C1_LDC,C2_OECD,C2_G20,C2_BEPS,C1,C2,Signedyear,Effectiveyear,Type,Ratified,Terminated,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,12i,12ii,12iii,12iv,13i,13ii,16i,18i,18ii,21i,27i,source.country,destination.country
606,0,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Pakistan,1981,1980,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,"NA",15,15,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,BGD,PAK
811,1,Africa,FALSE,TRUE,FALSE,TRUE,Ivory Coast,Belgium,1977,1980,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,"NA",15,16,10,NO,YES,"NA",NO,NO,NO,NO,NO,NO,Yes,CIV,BEL
1832,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Denmark,1981,1980,New treaty,Yes,No,6,NO,6,YES,NO,NO,YES,YES,YES,YES,YES,15,"NA",15,10,10,NO,YES,"NA",NO,NO,NO,YES,YES,YES,No,LKA,DNK
2301,1,Africa,TRUE,TRUE,TRUE,TRUE,Gambia,United Kingdom,1980,1980,New treaty,Yes,No,6,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,"NA",0,15,12.5,YES,YES,15,NO,NO,"NA",YES,NO,"NA",No,GMB,GBR
2386,1,Africa,FALSE,TRUE,TRUE,TRUE,Kenya,Germany,1977,1980,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,15,"NA",15,15,15,YES,YES,15,NO,YES,NO,YES,NO,NO,No,KEN,DEU
3397,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,Korea (Rep.),1984,1980,New treaty,Yes,No,6,NO,6,YES,YES,NO,NO,YES,NO,NO,YES,10,25,15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,LKA,KOR
3745,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Malaysia,1982,1980,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,YES,NO,NO,15,20,20,15,15,YES,YES,"NA",NO,NO,YES,NO,NO,YES,No,PAK,MYS
612,1,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Singapore,1980,1979,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,"NA",15,10,10,NO,YES,"NA",YES,NO,NO,YES,NO,YES,No,BGD,SGP
926,1,Africa,TRUE,TRUE,FALSE,TRUE,Benin,Norway,1979,1979,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,18,"NA",18,25,0,YES,YES,"NA",NO,NO,NO,YES,YES,NO,No,BEN,NOR
1720,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Czech Republic,1978,1979,New treaty,Yes,No,6,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,15,"NA",15,10,10,NO,NO,"NA","NA","NA","NA",NO,NO,"NA",No,LKA,CZE
2128,1,Africa,TRUE,TRUE,FALSE,TRUE,Tanzania,Finland,1976,1979,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,20,"NA",20,15,20,YES,YES,20,NO,NO,NO,NO,NO,NO,No,TZA,FIN
2846,1,Africa,TRUE,FALSE,TRUE,TRUE,Zambia,India,1981,1979,New treaty,Yes,No,9,YES,NO,NO,NO,YES,YES,YES,YES,NO,"NA",5,25,15,10,10,YES,YES,10,NO,NO,NO,NO,NO,YES,No,ZMB,IND
4068,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Netherlands,1982,1979,New treaty,Yes,No,6,YES,6,NO,NO,NO,YES,NO,NO,YES,YES,10,25,15,10,10,YES,YES,"NA",NO,NO,NO,YES,NO,"NA",No,LKA,NLD
4184,1,Africa,TRUE,TRUE,FALSE,TRUE,Tanzania,Norway,1976,1979,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,20,"NA",20,15,20,YES,YES,20,NO,NO,NO,NO,YES,NO,No,TZA,NOR
4230,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Pakistan,1979,1979,New treaty,Yes,No,6,YES,3,YES,YES,YES,YES,YES,YES,YES,YES,15,25,25,15,25,YES,YES,"NA",YES,YES,YES,NO,YES,YES,No,PHL,PAK
4230,0,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Philippines,1979,1979,New treaty,Yes,No,6,YES,3,YES,YES,YES,YES,YES,YES,YES,YES,15,25,25,15,25,YES,YES,"NA",YES,YES,YES,NO,YES,YES,No,PAK,PHL
4251,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Thailand,1980,1979,New treaty,Yes,No,6,YES,6,YES,YES,YES,NO,YES,NO,NO,YES,15,25,25,25,20,NO,YES,"NA",NO,NO,YES,YES,NO,YES,No,PAK,THA
4553,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Slovak Republic,1978,1979,New treaty,Yes,No,6,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,15,"NA",15,10,10,NO,NO,"NA",NO,NO,NO,NO,NO,"NA",No,LKA,SVK
619,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,United Kingdom,1979,1978,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,"NA",10,10,15,10,10,YES,YES,"NA",YES,NO,"NA",NO,NO,"NA",No,BGD,GBR
2226,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,France,1976,1978,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,YES,YES,15,10,25,15,25,YES,NO,"NA",YES,NO,NO,NO,YES,YES,No,PHL,FRA
3129,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,Italy,1984,1978,New treaty,Yes,No,6,NO,6,YES,YES,NO,NO,NO,NO,NO,YES,15,"NA",15,10,15,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,LKA,ITA
4308,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,United Kingdom,1976,1978,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,YES,"NA",15,10,25,15,25,YES,YES,"NA",NO,NO,NO,NO,NO,"NA",No,PHL,GBR
1254,1,Asia,FALSE,TRUE,TRUE,TRUE,Pakistan,Canada,1976,1977,New treaty,Yes,No,3,YES,3,YES,YES,YES,NO,YES,YES,YES,NO,15,25,20,25,15,YES,YES,"NA",YES,YES,NO,NO,NO,YES,No,PAK,CAN
1257,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,Canada,1976,1977,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,15,10,25,15,25,NO,YES,"NA",YES,NO,NO,YES,YES,YES,No,PHL,CAN
1840,1,Africa,TRUE,TRUE,FALSE,TRUE,Tanzania,Denmark,1976,1977,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,"NA",15,12.5,20,NO,YES,20,NO,NO,NO,NO,YES,NO,No,TZA,DNK
4296,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Singapore,1977,1977,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,YES,YES,15,15,25,15,25,YES,YES,"NA",YES,NO,NO,YES,NO,YES,No,PHL,SGP
4529,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Singapore,1979,1977,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,"NA",15,10,15,YES,YES,"NA","NA","NA",NO,YES,NO,"NA",No,LKA,SGP
4642,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,United Kingdom,1979,1977,Renegotiation,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,10,10,YES,YES,"NA",NO,NO,"NA",NO,NO,"NA",No,LKA,GBR
4665,1,Africa,TRUE,TRUE,FALSE,TRUE,Tanzania,Sweden,1976,1977,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,25,25,15,20,NO,YES,20,NO,NO,NO,NO,YES,NO,No,TZA,SWE
3340,1,Africa,FALSE,TRUE,TRUE,TRUE,Kenya,United Kingdom,1973,1976,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,15,"NA",15,15,15,YES,YES,12.5,NO,NO,NO,YES,NO,NO,No,KEN,GBR
3571,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Libya,1975,1976,New treaty,Yes,No,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO LIMIT,"NA",NO LIMIT,NO LIMIT,NO LIMIT,NO,YES,"NA","NA","NA",NO,YES,NO,"NA",No,PAK,LBY
4684,1,Africa,TRUE,TRUE,FALSE,TRUE,Zambia,Sweden,1974,1976,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,ZMB,SWE
1934,1,Africa,TRUE,FALSE,FALSE,FALSE,Sudan,Egypt,1970,1975,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,NO LIMIT,10,NO,YES,"NA",NO,YES,NO,NO,NO,"NA",No,SDN,EGY
3157,1,Africa,FALSE,TRUE,FALSE,TRUE,Ivory Coast,Norway,1978,1975,New treaty,Yes,No,0,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,15,"NA",15,16,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,CIV,NOR
4656,1,Africa,TRUE,TRUE,TRUE,TRUE,Sudan,United Kingdom,1975,1975,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,15,10,YES,YES,"NA",NO,NO,"NA",NO,NO,NO,No,SDN,GBR
3812,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Malta,1975,1974,New treaty,Yes,No,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,20,NO LIMIT,10,10,NO,YES,"NA",NO,NO,NO,NO,NO,NO,No,PAK,MLT
3335,1,Africa,FALSE,TRUE,FALSE,TRUE,Kenya,Sweden,1973,1973,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,15,25,25,15,20,NO,NO,20,"NA","NA",NO,YES,NO,"NA",No,KEN,SWE
4231,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Poland,1974,1973,New treaty,Yes,No,12,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,15,"NA",15,NO LIMIT,20,YES,YES,"NA",NO,YES,NO,"NA","NA",NO,No,PAK,POL
1777,1,Africa,FALSE,TRUE,FALSE,TRUE,Kenya,Denmark,1972,1972,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,20,25,30,20,20,YES,YES,20,NO,NO,NO,YES,YES,NO,No,KEN,DNK
1861,1,Africa,TRUE,TRUE,FALSE,TRUE,Zambia,Denmark,1973,1972,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,10,15,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,ZMB,DNK
3329,1,Africa,FALSE,TRUE,FALSE,TRUE,Kenya,Norway,1972,1972,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,15,25,25,20,20,YES,YES,20,NO,NO,NO,YES,YES,NO,No,KEN,NOR
2497,1,Africa,TRUE,TRUE,TRUE,TRUE,Zambia,Germany,1973,1971,New treaty,Yes,No,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,ZMB,DEU
3155,1,Africa,TRUE,TRUE,TRUE,TRUE,Zambia,Italy,1972,1971,New treaty,Yes,No,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,ZMB,ITA
3235,1,Africa,TRUE,TRUE,TRUE,TRUE,Zambia,Japan,1970,1971,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,"NA",0,10,10,NO,YES,"NA",NO,NO,NO,NO,NO,NO,No,ZMB,JPN
2394,1,Africa,TRUE,TRUE,TRUE,TRUE,Liberia,Germany,1970,1970,New treaty,Yes,No,6,NO,6,YES,YES,YES,NO,NO,NO,NO,NO,10,25,15,20,10,YES,YES,"NA",NO,YES,NO,NO,NO,"NA",No,LBR,DEU
3135,1,Africa,TRUE,TRUE,TRUE,TRUE,Tanzania,Italy,1973,1970,New treaty,Yes,No,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,10,"NA",10,15,15,NO,YES,"NA",NO,NO,NO,NO,NO,NO,No,TZA,ITA
4206,1,Africa,TRUE,TRUE,FALSE,TRUE,Zambia,Norway,1971,1970,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,10,15,YES,YES,"NA",NO,YES,NO,YES,NO,"NA",No,ZMB,NOR
2981,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Ireland,1973,1968,New treaty,Yes,No,12,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,10,50,NO LIMIT,NO LIMIT,0,YES,NO,"NA","NA","NA","NA",YES,NO,"NA",No,PAK,IRL
3725,1,Africa,TRUE,FALSE,TRUE,TRUE,Malawi,South Africa,1971,1968,New treaty,Yes,No,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,"NA","NA","NA","NA",10,0,YES,YES,"NA","NA","NA","NA","NA","NA","NA",No,MWI,ZAF
3014,1,Africa,TRUE,TRUE,FALSE,TRUE,Zambia,Ireland,1971,1967,New treaty,Yes,No,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,"NA",0,0,0,YES,YES,"NA",NO,NO,"NA",NO,NO,NO,No,ZMB,IRL
